date,Appliances,hour,dayofweek,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,lag_48,lag_168,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,roll_mean_24,roll_std_24,roll_mean_168,roll_std_168,T1,T2,T3,T4,T5,T6,T7,T8,T9,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
2016-01-18 17:00:00,35.0,17,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,46.666666666666664,33.333333333333336,41.666666666666664,45.0,33.333333333333336,455.0,265.0,55.0,40.555555555555515,6.735753140545632,41.11111111111111,4.674596437327698,41.80555555555555,7.928287589869044,79.30555555555556,94.56091851705449,113.89880952380952,99.26171753552268,19.172222222222217,17.962222222222234,19.5,18.616666666666667,17.401111111111117,-1.4488888888888898,18.774555555555548,19.424833333333336,17.072222222222234,41.17555555555557,41.53,40.693888888888885,38.08472222222222,54.82077777777778,90.02805555555555,34.3834126984127,41.78816666666667,37.27333333333333,-1.5333333333333332,756.6,84.08333333333333,2.4166666666666665,26.916666666666668,-3.9583333333333335
2016-01-18 18:00:00,300.0,18,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,35.0,46.666666666666664,33.333333333333336,40.0,55.0,268.3333333333333,473.3333333333333,176.66666666666666,38.33333333333329,7.264831572567788,39.44444444444445,4.791968589524376,41.94444444444444,7.779581320470464,61.805555555555564,50.70259182759193,113.7797619047619,99.3447382591045,19.1,17.812222222222214,19.357222222222234,18.457222222222217,17.348333333333333,-2.1483333333333334,18.65,19.44505555555557,17.0,41.075555555555546,41.52777777777777,40.32444444444445,38.15722222222222,54.53013888888889,90.3687037037037,34.54666666666667,42.151972222222234,37.18569444444445,-2.2083333333333335,756.6,85.33333333333333,3.0,24.0,-4.358333333333333
2016-01-18 19:00:00,195.0,19,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,300.0,35.0,46.666666666666664,40.0,55.0,101.66666666666669,391.6666666666667,173.33333333333334,127.22222222222217,149.7436080376994,82.77777777777779,106.52421042846281,62.36111111111111,75.12769712576589,63.125,56.402437034064484,114.51388888888889,100.26368332137622,19.57444444444445,18.26375,19.488888888888884,18.31777777777778,17.41391608391608,-2.739074074074072,18.518333333333334,19.9745202020202,16.91444444444443,42.05777777777778,42.20388888888888,40.26555555555555,38.39333333333334,57.865407925407936,90.02564814814814,34.834027777777784,43.37515467171716,37.40444444444445,-2.5,756.725,80.91666666666667,3.0,25.25,-5.333333333333333
2016-01-18 20:00:00,558.3333333333334,20,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,195.0,300.0,35.0,41.666666666666664,35.0,110.0,118.33333333333331,125.0,176.6666666666666,133.44786747390657,108.61111111111113,112.6914009667635,74.02777777777777,84.2029124875168,67.0138888888889,62.104748600342326,114.64285714285714,100.3536896971561,20.258611111111097,19.10055555555557,20.196666666666683,18.611666666666668,18.65805555555555,-3.0766666666666667,18.319523809523815,20.168571428571415,17.010000000000016,41.40708333333333,42.037777777777784,43.094444444444456,38.59097222222221,81.30254629629631,89.67509259259259,33.47457671957673,43.17440476190476,39.330000000000005,-2.7083333333333335,756.8583333333332,80.08333333333333,2.5833333333333335,25.75,-5.675
2016-01-18 21:00:00,345.0,21,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,558.3333333333334,195.0,300.0,33.333333333333336,45.0,130.0,120.0,103.33333333333331,351.1111111111111,186.98138152510543,194.72222222222226,208.21841274826636,117.6388888888889,161.86329550264443,85.69444444444446,117.93197567101235,117.22222222222221,106.02988987605318,20.64222222222223,19.583787878787884,21.028888888888883,21.14000000000002,18.175202020202033,-3.7387962962962966,18.124074074074063,20.312222222222218,16.84555555555555,40.16444444444445,40.14358585858585,45.406666666666666,37.362222222222215,82.30168939393941,86.93268518518518,31.700291005290985,42.21527777777776,37.391666666666666,-3.4166666666666665,756.7166666666667,84.25,2.0,22.333333333333332,-5.75
2016-01-18 22:00:00,56.666666666666664,22,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,345.0,558.3333333333334,195.0,46.666666666666664,31.666666666666668,55.0,170.0,266.6666666666667,366.1111111111111,182.58432856364493,246.66666666666666,198.55589753126054,142.63888888888889,172.44594868785754,94.65277777777779,129.08258522501617,118.66071428571429,107.46988297251836,20.73,19.7,20.589166666666667,21.040000000000017,17.805833333333336,-4.747777777777778,18.0,20.23,16.992777777777786,38.438888888888904,38.479166666666664,41.801111111111105,36.78444444444443,70.88261111111112,83.58509259259259,31.656666666666663,42.24744444444445,39.17666666666667,-4.375,756.6,86.83333333333333,1.5833333333333333,38.333333333333336,-6.308333333333334
2016-01-18 23:00:00,45.0,23,0,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,56.666666666666664,345.0,558.3333333333334,35.0,45.0,63.333333333333336,55.0,56.666666666666664,319.99999999999994,251.76598481747118,248.33333333333334,196.57342422390445,144.72222222222223,171.12939361859884,94.72222222222223,129.06077161448488,117.41071428571429,106.95814698845822,20.566666666666663,19.44305555555555,20.207222222222217,20.51333333333335,17.638888888888882,-5.551388888888888,18.0,20.158333333333335,16.932777777777783,38.816666666666656,39.058472222222235,40.81277777777781,37.785555555555554,66.41659226190474,82.97370370370372,33.10942265795207,43.53388888888889,39.17611111111112,-4.733333333333333,756.6,87.58333333333333,1.0,64.41666666666667,-6.4750000000000005
2016-01-19 00:00:00,46.666666666666664,0,1,0,0.0,1.0,0.7818314824680298,0.6234898018587336,45.0,56.666666666666664,345.0,300.0,40.0,45.0,46.666666666666664,141.66666666666666,148.88888888888886,169.93735229108322,250.0,194.43365049405526,144.72222222222223,171.12939361859884,93.95833333333333,129.3086526764733,117.34126984126983,107.00160085097757,20.30388888888888,19.03,19.881666666666664,20.123333333333335,17.504629629629633,-5.927685185185186,17.9437870115995,20.08666666666667,16.85944444444445,39.31388888888889,39.29444444444443,40.218333333333334,38.45666666666667,64.57037566137566,83.55768518518518,33.60065196377697,44.4172800925926,39.14138888888888,-4.541666666666667,756.6,88.66666666666667,1.0,65.0,-6.133333333333333
2016-01-19 01:00:00,45.0,1,1,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,46.666666666666664,45.0,56.666666666666664,195.0,40.0,43.333333333333336,51.666666666666664,168.33333333333334,49.4444444444444,6.309898162002686,207.7777777777778,208.40843090929425,145.27777777777777,170.7689580604069,94.02777777777777,129.28166144940096,116.77579365079366,107.12323380849071,20.037222222222216,18.632222222222232,19.780833333333337,19.585555555555548,17.389907407407417,-5.524907407407407,17.88175925925925,19.89824074074075,16.84555555555555,39.25333333333334,39.06,40.27583333333333,38.45555555555555,63.21685185185185,85.56611111111111,33.762685185185184,44.766481481481485,39.69777777777779,-4.4750000000000005,756.4333333333334,89.75,1.0,46.25,-5.941666666666666
2016-01-19 02:00:00,33.333333333333336,2,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,45.0,46.666666666666664,45.0,558.3333333333334,41.666666666666664,43.333333333333336,43.333333333333336,45.0,45.55555555555552,0.9622504486651666,182.7777777777778,218.97657578092856,145.69444444444443,170.4946136969238,94.09722222222223,129.25369127001477,116.04166666666667,107.19037595142012,19.75611111111111,18.337222222222216,19.823333333333338,19.18055555555555,17.292962962962964,-5.351851851851852,17.794629629629632,19.739166666666662,16.823333333333334,39.10333333333333,39.12402777777779,40.45444444444445,38.427777777777784,62.23416666666665,85.68046296296295,33.84907407407407,45.35009259259258,40.16111111111112,-4.383333333333334,756.3249999999999,89.25,1.0,38.333333333333336,-5.916666666666667
